fruit_type,freshness,temp_c,humidity_pct,mq135_co2_ppm,mq3_alcohol_ppm,mq4_methane_ppm,mq137_ammonia_ppm,mq138_benzene_ppm,spoilage_index
Banana,Fresh,24.3,72.3,190.5,30.2,9.6,3.1,2.5,0.235
Apple,Moderately Fresh,16.8,66.1,424.9,69.9,26.5,11.1,16.4,0.353
Apple,Moderately Fresh,22.7,75.4,560.4,85.3,25.3,7.1,16.6,0.605
Banana,Moderately Fresh,13.2,51.9,330.6,45.9,36.1,8.8,30.5,0.518
Orange,Moderately Fresh,17.1,53.4,404.3,85.3,27.7,10.5,18.4,0.544
Apple,Spoiled,18.0,71.5,1542.0,956.7,331.4,106.6,157.8,0.73
Apple,Spoiled,22.0,84.0,1418.4,1106.3,319.2,88.1,200.3,0.714
Orange,Moderately Fresh,21.6,57.1,551.6,73.3,37.9,9.8,24.8,0.462
Banana,Spoiled,15.6,59.2,1260.2,983.0,185.2,86.9,163.1,0.808
Banana,Spoiled,28.5,70.4,2250.5,1019.8,359.6,109.7,212.0,0.825
Apple,Fresh,24.9,75.0,203.1,17.8,13.4,3.9,9.6,0.11
Banana,Spoiled,30.6,76.0,1825.8,1168.5,398.1,92.3,193.3,0.852
Banana,Fresh,19.8,78.3,173.1,22.0,7.9,3.2,4.4,0.081
Apple,Spoiled,26.3,73.9,1761.9,960.0,317.8,82.6,152.6,0.734
Orange,Fresh,25.3,65.8,236.7,23.1,11.1,3.6,5.6,0.187
Banana,Moderately Fresh,20.3,60.7,465.7,80.7,48.5,7.9,32.9,0.452
Orange,Fresh,21.4,70.6,174.9,19.3,10.8,1.9,6.8,0.235
Orange,Moderately Fresh,16.0,82.3,462.1,73.5,13.5,11.7,22.1,0.285
Orange,Fresh,15.6,74.0,127.8,19.8,7.9,2.6,5.5,0.132
Orange,Fresh,16.8,64.8,168.0,19.4,9.0,3.4,3.6,0.118
Apple,Fresh,21.8,61.7,170.6,23.8,6.9,3.1,3.9,0.097
Orange,Fresh,12.4,87.6,135.0,14.9,7.9,2.7,5.3,0.153
Orange,Fresh,24.0,79.4,209.7,16.1,9.6,3.6,5.1,0.089
Banana,Moderately Fresh,22.9,61.4,579.4,63.8,42.1,13.4,35.7,0.583
Banana,Fresh,21.4,56.7,150.6,19.5,9.1,5.2,6.1,0.106
Apple,Moderately Fresh,20.5,61.2,524.7,71.8,18.7,7.8,16.1,0.326
Banana,Fresh,15.5,87.7,147.5,19.6,7.8,2.1,5.0,0.248
Banana,Fresh,25.7,58.5,207.2,13.6,10.3,1.3,6.2,0.181
Orange,Moderately Fresh,16.6,57.1,492.6,54.7,21.2,10.1,16.3,0.285
Banana,Fresh,15.1,65.5,118.8,18.0,6.9,2.6,5.1,0.012
Apple,Spoiled,20.1,62.4,1593.9,1025.6,289.2,72.6,158.0,0.692
Apple,Spoiled,15.0,72.1,1352.1,756.1,200.2,61.1,152.6,0.716
Banana,Fresh,30.3,79.0,217.5,19.5,12.7,5.9,5.1,0.124
Apple,Moderately Fresh,31.8,84.8,562.5,72.1,32.0,14.7,24.9,0.304
Banana,Spoiled,27.8,66.3,2071.6,1013.8,271.9,84.6,202.6,0.738
Apple,Spoiled,19.0,85.7,920.0,806.1,255.9,77.3,184.3,0.67
Apple,Fresh,17.5,84.9,135.7,17.6,13.6,3.4,5.2,0.18
Banana,Fresh,28.1,65.1,228.8,18.9,13.7,2.7,6.8,0.123
Apple,Moderately Fresh,15.9,89.4,384.9,84.0,25.8,10.2,23.0,0.535
Banana,Moderately Fresh,21.0,84.8,438.4,99.0,35.8,10.3,28.2,0.347
Apple,Fresh,29.4,56.9,201.7,23.9,10.6,4.6,5.4,0.19
Banana,Fresh,28.1,81.8,231.0,21.6,5.2,4.4,4.4,0.131
Orange,Spoiled,30.2,55.2,2295.5,965.4,293.4,83.7,204.1,0.947
Apple,Fresh,29.2,81.0,202.4,24.1,6.1,2.8,6.7,0.149
Orange,Moderately Fresh,30.8,58.9,513.7,45.4,27.3,11.4,13.4,0.601
Banana,Moderately Fresh,28.3,54.0,462.3,67.5,50.0,13.8,37.8,0.274
Orange,Spoiled,29.8,79.3,2059.2,1079.1,339.4,98.0,221.2,0.989
Apple,Spoiled,13.9,77.2,1068.7,719.1,219.1,77.3,147.2,0.796
Apple,Moderately Fresh,19.9,83.3,411.2,74.7,27.9,13.0,16.4,0.321
Apple,Fresh,12.4,81.9,141.0,13.9,10.6,1.8,5.1,0.144
Banana,Moderately Fresh,16.5,53.9,533.9,92.3,37.3,11.7,35.3,0.442
Orange,Spoiled,28.7,88.6,1725.7,1322.2,327.6,95.7,226.4,0.679
Banana,Fresh,25.5,69.5,186.2,21.7,7.6,3.1,7.5,0.003
Banana,Fresh,23.7,59.5,164.5,19.3,11.5,5.5,5.4,0.014
Banana,Spoiled,14.2,83.8,877.1,672.0,219.9,85.0,161.5,0.69
Apple,Spoiled,19.4,87.0,1484.9,903.5,298.6,79.6,223.0,0.97
Apple,Moderately Fresh,21.3,60.6,597.3,63.7,25.9,10.8,19.3,0.623
Orange,Moderately Fresh,18.7,58.8,435.0,73.1,23.5,6.2,15.8,0.51
Banana,Fresh,12.1,74.8,155.2,11.2,9.3,4.1,4.3,0.226
Banana,Moderately Fresh,29.0,80.9,487.9,103.5,39.9,15.1,35.7,0.43
Apple,Moderately Fresh,25.4,82.8,595.1,89.4,31.6,8.3,22.4,0.445
Banana,Fresh,13.1,51.6,196.9,17.3,8.2,3.2,4.2,0.086
Orange,Spoiled,17.7,77.6,951.7,680.5,265.1,94.4,154.3,0.923
Orange,Fresh,21.1,83.4,199.1,18.4,6.5,2.2,4.0,0.099
Apple,Moderately Fresh,21.8,84.8,347.6,90.9,28.1,10.6,25.1,0.371
Banana,Fresh,24.7,52.8,224.2,27.2,7.7,3.1,4.9,0.088
Apple,Fresh,27.2,73.4,188.9,25.7,16.0,3.3,3.0,0.193
Apple,Moderately Fresh,28.8,89.5,503.3,74.0,28.2,6.7,8.5,0.274
Banana,Moderately Fresh,21.7,56.6,428.3,87.6,53.8,4.4,36.8,0.57
Banana,Spoiled,13.8,57.0,1642.8,733.4,248.6,94.4,144.7,0.675
Banana,Fresh,29.5,53.9,224.7,36.6,11.0,2.8,3.5,0.054
Apple,Moderately Fresh,22.1,72.3,485.1,62.9,17.9,9.7,20.6,0.263
Apple,Spoiled,23.0,85.6,1241.4,726.8,268.6,77.0,217.5,0.943
Apple,Spoiled,18.4,67.4,1505.1,721.2,229.7,63.5,210.3,0.698
Banana,Spoiled,12.0,67.5,1094.5,829.8,233.8,60.8,182.6,0.899
Orange,Moderately Fresh,22.6,65.6,543.3,90.4,30.6,9.4,26.8,0.336
Banana,Fresh,16.8,53.5,176.0,24.6,12.1,3.3,6.3,0.212
Apple,Moderately Fresh,25.9,82.4,701.3,84.2,28.7,11.5,31.5,0.649
Banana,Moderately Fresh,24.9,66.4,551.9,72.9,53.3,11.4,39.0,0.31
Apple,Fresh,19.5,56.0,103.7,16.6,9.4,2.5,4.6,0.188
Apple,Spoiled,16.8,68.2,1335.5,762.9,314.2,86.0,159.6,0.92
Orange,Spoiled,23.2,73.0,1836.5,973.7,330.0,95.0,200.9,0.664
Orange,Spoiled,27.2,85.8,1823.5,1055.5,326.5,90.4,204.9,0.765
Apple,Spoiled,25.4,65.5,1533.6,1075.7,292.9,100.8,197.0,0.799
Banana,Spoiled,18.7,80.8,1149.2,818.5,251.8,92.6,190.1,0.731
Apple,Spoiled,23.5,54.3,1864.5,584.1,294.4,99.9,133.3,0.769
Orange,Fresh,17.9,68.1,148.4,11.7,16.0,2.6,4.4,0.204
Apple,Moderately Fresh,20.3,64.7,459.9,74.6,18.7,10.5,26.4,0.324
Apple,Moderately Fresh,31.2,74.2,494.8,99.4,34.5,12.2,19.3,0.315
Orange,Spoiled,23.5,59.1,1686.7,716.5,282.6,92.7,240.8,0.868
Apple,Moderately Fresh,13.0,63.4,338.1,55.1,21.3,7.9,15.5,0.448
Banana,Moderately Fresh,13.7,66.9,306.6,51.4,36.7,9.6,26.1,0.409
Orange,Moderately Fresh,28.0,80.4,546.9,74.3,26.0,16.8,30.9,0.628
Apple,Moderately Fresh,24.3,86.2,422.5,89.2,30.3,7.1,17.2,0.491
Apple,Fresh,22.6,68.0,182.7,16.4,9.3,4.3,4.1,0.13
Banana,Spoiled,22.1,55.3,1558.0,617.0,283.0,79.9,209.5,0.724
Apple,Moderately Fresh,21.3,62.6,638.2,99.9,34.2,11.0,23.1,0.389
Banana,Moderately Fresh,24.5,54.0,484.3,84.9,64.1,8.9,45.4,0.316
Banana,Moderately Fresh,26.2,78.3,595.7,86.1,49.3,7.4,39.6,0.523
Apple,Moderately Fresh,14.8,72.9,402.0,47.7,30.7,12.2,19.8,0.441
Banana,Fresh,26.2,50.2,197.7,28.3,8.0,4.2,6.7,0.227
Banana,Spoiled,31.4,85.3,2480.9,1374.7,403.5,111.8,213.4,0.965
Banana,Moderately Fresh,14.6,69.3,373.0,45.9,40.3,8.8,30.0,0.317
Banana,Spoiled,24.7,57.1,1713.8,879.3,293.6,84.0,215.0,0.85
Banana,Moderately Fresh,22.6,55.2,446.3,61.1,50.3,11.3,30.8,0.449
Apple,Spoiled,12.9,60.1,989.6,842.5,180.7,56.9,154.9,0.931
Apple,Fresh,18.3,71.5,160.0,22.3,10.8,1.8,3.7,0.212
Banana,Fresh,30.9,65.0,279.1,26.4,5.0,4.9,10.4,0.205
Orange,Fresh,27.0,76.9,199.5,23.0,9.4,3.8,4.3,0.075
Banana,Fresh,24.6,65.1,171.1,8.6,13.8,3.7,4.6,0.225
Apple,Spoiled,20.6,77.4,1313.9,907.4,207.9,73.4,170.2,0.843
Apple,Moderately Fresh,30.2,50.5,491.7,78.5,32.8,8.0,16.8,0.388
Orange,Moderately Fresh,27.7,76.8,558.6,121.4,35.2,11.4,25.7,0.618
Apple,Spoiled,22.2,88.3,1798.5,1002.5,287.8,83.0,163.2,0.696
Orange,Fresh,15.0,55.7,179.4,12.3,12.2,3.9,2.4,0.055
Orange,Spoiled,21.1,84.2,1477.6,987.5,364.4,78.0,178.5,0.921
Apple,Spoiled,29.4,60.4,1575.2,1525.5,316.0,89.5,155.4,0.831
Apple,Fresh,26.2,70.4,173.1,19.5,11.2,6.3,5.2,0.001
Orange,Fresh,27.2,50.8,165.6,23.4,10.7,4.5,4.8,0.212
Apple,Fresh,22.1,61.6,192.7,20.2,15.4,2.4,6.3,0.164
Apple,Spoiled,22.4,67.4,1730.2,1019.3,272.3,123.3,221.7,0.775
Orange,Moderately Fresh,12.4,65.3,336.9,64.4,14.7,9.2,19.4,0.575
Orange,Moderately Fresh,19.7,81.6,325.9,57.4,27.1,11.3,24.0,0.331
Banana,Fresh,24.9,69.9,202.8,24.3,12.4,3.7,5.4,0.147
Banana,Fresh,20.9,66.6,152.4,19.0,8.3,2.2,5.2,0.017
Banana,Moderately Fresh,23.8,73.5,374.3,67.8,50.3,9.2,33.2,0.512
Orange,Fresh,22.4,57.7,158.3,19.1,11.4,3.8,2.6,0.031
Orange,Spoiled,29.8,58.4,2122.7,833.6,378.9,88.0,222.0,0.74
Orange,Spoiled,19.7,52.8,1264.4,957.9,210.6,71.2,173.7,0.947
Orange,Spoiled,12.1,68.0,1059.5,667.6,221.2,94.3,155.7,0.694
Orange,Fresh,29.1,81.2,167.4,19.2,10.5,5.4,3.5,0.169
Orange,Spoiled,13.1,63.3,1182.4,741.4,268.0,67.7,160.1,0.915
Orange,Spoiled,29.3,69.0,1879.2,1127.3,360.0,125.7,201.0,0.696
Apple,Fresh,23.6,82.0,195.5,17.5,9.8,4.2,3.4,0.003
Banana,Spoiled,12.7,60.5,1086.7,791.8,239.3,82.8,159.9,0.75
Apple,Fresh,22.2,50.5,210.1,23.5,9.6,3.3,5.8,0.231
Banana,Fresh,12.8,80.5,168.9,17.5,9.2,2.5,5.8,0.156
Orange,Spoiled,28.7,51.7,1657.4,1295.1,320.1,116.3,195.5,0.862
Apple,Spoiled,29.7,54.5,1823.9,1065.0,245.9,111.8,192.9,0.975
Apple,Moderately Fresh,21.3,84.4,445.4,39.4,9.7,8.8,17.9,0.347
Banana,Spoiled,24.0,78.6,1932.9,822.8,331.4,101.6,205.1,0.804
Banana,Spoiled,15.5,69.2,1344.1,924.0,215.2,80.8,147.4,0.862
Orange,Fresh,25.1,65.9,239.2,18.1,12.9,2.5,9.1,0.01
Apple,Moderately Fresh,19.8,59.9,548.0,63.1,30.8,9.2,10.4,0.368
Apple,Moderately Fresh,27.5,50.3,609.6,139.2,33.4,12.3,14.1,0.442
Apple,Spoiled,27.8,79.0,1497.1,899.4,304.3,103.6,220.7,0.692
Orange,Fresh,22.4,65.1,171.6,20.8,10.0,2.9,5.9,0.163
Apple,Fresh,28.2,66.7,239.2,25.9,5.5,3.8,1.6,0.108
Orange,Spoiled,19.4,84.4,1530.8,912.7,235.8,96.6,173.4,0.805
Apple,Spoiled,31.3,55.2,1473.5,1081.7,271.9,70.0,253.4,0.841
Orange,Moderately Fresh,17.9,50.2,569.3,58.2,32.4,7.8,16.2,0.592
Banana,Moderately Fresh,12.6,59.1,353.5,47.7,32.2,5.2,28.0,0.628
Orange,Moderately Fresh,24.3,74.8,430.7,73.3,24.3,12.8,15.5,0.547
Apple,Fresh,14.8,90.0,149.7,22.8,7.7,3.7,2.4,0.21
Apple,Moderately Fresh,22.0,62.3,507.7,61.6,28.1,12.3,21.2,0.353
Orange,Spoiled,13.4,77.6,1250.3,998.2,281.9,84.0,149.9,0.833
Banana,Fresh,12.5,81.5,182.1,19.0,6.8,2.6,3.7,0.13
Apple,Fresh,21.2,79.3,157.1,14.1,11.0,3.0,6.2,0.186
Orange,Moderately Fresh,21.4,75.8,420.3,66.3,22.8,11.0,27.5,0.271
Banana,Spoiled,19.6,73.5,1528.6,636.8,226.2,105.2,202.2,0.981
Banana,Moderately Fresh,24.3,64.0,479.5,79.3,57.7,11.5,35.6,0.379
Apple,Fresh,31.4,74.4,166.6,22.3,6.6,3.0,9.7,0.228
Apple,Fresh,24.4,77.2,173.3,12.8,8.0,2.6,5.1,0.08
Banana,Fresh,13.2,80.3,169.6,17.9,8.0,3.7,4.6,0.051
Banana,Fresh,21.1,52.5,160.8,23.4,8.7,2.5,7.3,0.098
Banana,Moderately Fresh,30.8,71.7,423.9,79.9,57.9,14.1,40.4,0.452
Banana,Fresh,29.9,73.1,223.2,36.6,11.2,3.4,6.7,0.068
Orange,Moderately Fresh,31.7,60.0,508.8,73.4,25.4,12.5,36.6,0.301
Banana,Moderately Fresh,30.9,85.7,577.4,84.7,40.0,12.7,38.4,0.281
Banana,Fresh,13.8,83.1,139.6,24.8,9.9,2.8,5.1,0.114
Banana,Fresh,24.7,66.2,218.5,29.3,13.5,4.7,2.9,0.195
Banana,Spoiled,23.7,63.1,1105.8,791.2,303.8,84.0,205.9,0.734
Orange,Fresh,31.6,89.3,234.7,28.5,12.1,5.3,3.2,0.205
Orange,Fresh,13.9,76.7,160.9,20.8,9.8,2.5,5.5,0.245
Banana,Moderately Fresh,13.1,58.0,408.7,71.8,48.7,8.8,27.0,0.412
Apple,Fresh,24.0,89.0,172.3,25.1,15.5,4.4,7.1,0.222
Orange,Fresh,12.6,82.5,155.5,16.7,5.1,2.6,6.4,0.058
Apple,Spoiled,24.6,75.0,1201.9,618.0,328.2,70.2,211.2,0.851
Orange,Fresh,17.2,64.3,158.0,19.1,11.9,2.1,2.4,0.178
Banana,Moderately Fresh,16.6,58.5,457.7,53.8,41.5,9.9,35.2,0.46
Apple,Fresh,24.1,70.1,190.4,19.4,8.8,3.2,2.6,0.096
Orange,Fresh,13.4,60.3,191.3,16.0,7.4,2.3,5.3,0.104
Orange,Spoiled,25.9,68.8,1718.3,889.8,229.9,83.7,225.5,0.902
Orange,Moderately Fresh,19.3,79.3,296.1,71.0,25.4,10.5,17.4,0.338
Orange,Fresh,28.3,58.7,167.1,24.3,13.0,3.3,4.5,0.184
Apple,Spoiled,22.4,56.0,1396.3,986.3,308.5,82.7,159.7,0.833
Banana,Spoiled,14.9,89.9,1372.3,736.7,211.6,78.5,213.9,0.693
Orange,Moderately Fresh,30.6,57.1,562.1,84.3,36.1,16.8,21.3,0.462
Apple,Fresh,25.8,55.4,190.1,16.1,9.0,3.6,4.9,0.128
Apple,Moderately Fresh,13.1,54.2,320.7,68.4,14.9,8.2,20.1,0.455
Apple,Fresh,27.1,68.1,207.2,31.1,12.5,4.2,5.4,0.128
Apple,Moderately Fresh,24.2,67.9,474.5,76.1,27.1,14.9,23.9,0.541
Orange,Fresh,28.6,72.8,268.7,26.7,13.0,3.1,8.0,0.092
Banana,Fresh,19.5,74.1,172.7,18.4,11.8,2.3,4.6,0.087
Apple,Fresh,24.5,79.4,177.0,17.1,10.1,2.9,6.0,0.096
Orange,Fresh,31.2,63.8,226.2,21.6,8.5,2.7,6.4,0.208
Orange,Spoiled,31.2,70.4,1786.3,841.3,337.8,96.9,193.2,0.886
Banana,Fresh,13.9,68.5,166.0,7.9,9.0,2.4,0.5,0.04
Orange,Spoiled,13.0,58.4,1560.5,936.2,146.2,70.1,131.8,0.808
Apple,Spoiled,26.2,52.1,1438.8,1010.0,317.6,54.2,217.7,0.794
Orange,Fresh,18.9,66.8,162.7,27.2,9.1,3.7,6.5,0.013
Apple,Fresh,31.8,64.5,168.1,17.0,15.9,2.7,6.1,0.191
Apple,Fresh,13.9,70.0,154.0,27.4,7.3,0.5,4.3,0.046
Apple,Moderately Fresh,17.5,80.7,421.3,65.9,21.1,13.1,13.4,0.432
Banana,Moderately Fresh,17.2,55.3,434.0,64.2,37.4,9.2,28.6,0.596
Banana,Spoiled,27.9,67.8,1684.2,645.0,281.3,97.3,180.8,0.782
Apple,Moderately Fresh,15.2,62.7,310.9,73.9,31.2,8.4,20.8,0.48
Apple,Moderately Fresh,14.5,54.1,340.0,58.7,18.5,6.4,18.3,0.624
Orange,Spoiled,27.5,58.5,1515.5,895.0,235.3,99.5,200.3,0.888
Apple,Fresh,17.3,70.8,211.6,17.1,7.9,4.5,3.6,0.047
Orange,Fresh,18.2,87.3,192.8,18.3,8.2,4.2,6.4,0.113
Banana,Moderately Fresh,20.3,71.6,494.3,57.3,53.5,10.1,35.1,0.424
Banana,Spoiled,23.7,67.4,1531.8,809.2,200.4,88.5,194.6,0.814
Apple,Moderately Fresh,26.5,85.7,566.2,77.0,30.1,11.7,16.2,0.622
Banana,Fresh,21.3,58.9,166.3,23.4,12.0,3.5,8.7,0.052
Apple,Spoiled,19.6,81.7,1734.8,802.8,234.4,99.7,181.2,0.704
Orange,Moderately Fresh,18.0,53.7,478.9,57.3,27.9,12.1,7.1,0.527
Apple,Spoiled,16.8,58.9,1500.2,633.9,219.1,81.2,143.7,0.843
Orange,Moderately Fresh,22.9,78.2,449.2,82.4,22.1,11.1,18.3,0.442
Apple,Spoiled,12.9,70.4,1191.8,821.1,238.5,82.1,187.5,0.684
Banana,Fresh,25.0,61.9,191.7,16.8,6.5,4.0,3.0,0.012
Banana,Moderately Fresh,23.9,65.5,445.7,65.3,41.2,14.5,39.1,0.43
Orange,Fresh,15.6,54.8,166.1,20.1,8.8,3.6,2.1,0.167
Banana,Fresh,12.1,71.1,161.7,21.6,5.5,0.8,3.3,0.072
Banana,Moderately Fresh,16.7,85.1,441.8,94.6,39.2,4.6,28.6,0.285
Banana,Moderately Fresh,17.8,69.7,520.1,61.3,32.1,9.7,43.9,0.37
Apple,Fresh,30.9,74.2,183.8,25.8,13.7,5.0,5.8,0.246
Banana,Spoiled,16.5,68.1,846.4,736.4,212.2,71.5,138.1,0.779
Banana,Moderately Fresh,19.8,57.3,531.5,76.5,40.9,9.3,28.9,0.473
Apple,Moderately Fresh,25.1,68.1,479.7,82.9,20.1,9.4,21.9,0.415
Orange,Moderately Fresh,13.4,77.9,444.0,73.7,23.2,10.3,16.0,0.369
Orange,Spoiled,29.5,56.5,1970.0,1089.4,354.1,88.4,226.5,0.776
Orange,Fresh,13.2,73.6,150.8,10.2,9.5,3.5,3.8,0.143
Apple,Fresh,12.8,85.3,207.6,18.8,8.2,3.5,4.9,0.115
Orange,Moderately Fresh,14.7,56.4,400.5,35.5,29.6,13.9,12.8,0.31
Apple,Spoiled,30.9,68.9,1831.8,859.6,356.0,90.4,224.9,0.823
Banana,Fresh,29.9,58.2,249.3,21.5,14.2,4.0,8.5,0.219
Orange,Fresh,13.9,78.7,149.7,21.5,6.9,4.6,4.7,0.061
Banana,Spoiled,24.1,78.8,1212.3,702.9,296.7,87.1,169.8,0.781
Banana,Fresh,14.5,70.2,173.2,14.0,12.7,2.8,5.9,0.113
Apple,Fresh,25.8,68.6,226.0,26.1,11.1,4.2,7.1,0.107
Orange,Moderately Fresh,27.3,59.9,540.3,77.2,24.6,11.7,12.9,0.261
Banana,Fresh,19.7,66.5,173.5,26.4,11.8,4.3,6.4,0.092
Orange,Fresh,23.9,70.4,245.5,32.8,12.4,4.3,7.0,0.185
Banana,Moderately Fresh,23.5,75.6,449.9,36.1,56.5,10.9,39.3,0.32
Orange,Moderately Fresh,23.8,61.3,460.8,84.3,19.4,11.2,30.4,0.385
Apple,Fresh,19.2,62.1,154.2,20.3,6.8,1.6,8.0,0.003
Orange,Spoiled,18.9,68.9,1977.5,675.7,267.9,102.9,180.8,0.736
Apple,Spoiled,20.5,59.6,1550.1,771.3,246.4,78.6,157.3,0.827
Apple,Spoiled,15.4,65.6,1376.8,1179.5,227.2,87.2,187.7,0.679
Orange,Moderately Fresh,24.9,52.8,538.3,71.6,22.4,9.5,25.4,0.478
Banana,Fresh,20.0,85.3,181.3,21.9,9.6,3.0,4.2,0.08
Orange,Spoiled,22.8,72.5,1702.3,685.8,203.8,86.5,262.4,0.915
Banana,Spoiled,14.3,68.4,1048.7,906.7,248.2,89.2,193.3,0.956
Apple,Fresh,17.3,74.3,190.8,18.9,11.8,2.0,3.7,0.112
Orange,Spoiled,14.8,73.9,794.6,810.6,225.2,74.8,189.9,0.897
Apple,Moderately Fresh,19.4,86.0,486.7,66.3,16.6,10.7,12.7,0.474
Banana,Spoiled,29.6,67.7,1880.2,933.5,329.5,127.7,223.7,0.811
Banana,Spoiled,21.1,82.0,1644.8,857.8,340.8,100.2,155.0,0.767
Apple,Spoiled,18.8,86.6,1684.9,952.6,288.9,74.1,175.3,0.699
Apple,Moderately Fresh,18.8,85.9,347.6,62.3,35.0,10.6,22.8,0.575
Apple,Moderately Fresh,30.6,69.3,509.7,89.3,29.0,7.4,30.7,0.539
Banana,Fresh,23.2,54.3,142.5,13.8,9.8,3.6,5.1,0.138
Apple,Fresh,18.1,67.4,154.6,20.7,11.3,1.5,3.1,0.125
Orange,Moderately Fresh,25.3,72.7,476.6,83.1,28.3,8.1,19.5,0.65
Orange,Moderately Fresh,20.6,57.8,466.0,67.2,17.9,12.9,21.8,0.497
Orange,Fresh,12.8,52.7,109.7,20.7,8.4,2.8,6.4,0.007
Orange,Fresh,18.4,56.2,167.9,31.1,11.4,2.9,2.7,0.002
Orange,Fresh,16.7,50.7,138.2,8.8,10.9,2.2,3.9,0.113
Orange,Fresh,24.7,78.3,163.8,27.8,6.8,3.4,7.2,0.061
Orange,Moderately Fresh,14.1,89.3,412.4,75.9,21.0,8.5,18.1,0.354
Apple,Moderately Fresh,17.5,69.5,341.1,86.2,23.5,10.7,16.1,0.537
Orange,Fresh,18.6,64.3,150.3,17.7,13.2,3.9,6.2,0.133
Banana,Moderately Fresh,16.7,75.2,396.4,28.2,37.7,9.1,32.9,0.454
Banana,Fresh,20.6,73.0,202.0,30.1,14.1,3.1,7.6,0.046
Banana,Fresh,25.1,51.7,199.3,22.0,9.1,2.5,8.4,0.228
Banana,Spoiled,22.3,73.6,1547.9,596.3,276.1,78.7,249.1,0.693
Banana,Spoiled,30.6,74.9,2238.6,1003.6,373.4,129.7,189.5,0.711
Banana,Moderately Fresh,23.5,52.5,426.2,130.2,45.3,12.8,36.5,0.27
Banana,Moderately Fresh,21.7,66.1,489.8,84.9,44.8,10.6,36.5,0.288
Banana,Spoiled,23.5,78.9,1983.0,811.3,338.2,98.3,198.9,0.798
Banana,Fresh,23.4,71.7,213.4,19.0,8.9,1.7,5.9,0.085
Banana,Moderately Fresh,17.1,73.1,434.2,78.4,40.0,6.3,25.0,0.643
Apple,Fresh,12.0,72.1,132.6,13.6,7.7,2.8,4.3,0.032
Orange,Moderately Fresh,27.8,82.1,426.9,47.3,26.5,13.4,17.5,0.293
Orange,Spoiled,17.5,89.1,1389.2,544.4,195.0,108.3,163.5,0.836
Apple,Spoiled,17.5,88.1,1524.2,795.3,242.2,73.1,167.6,0.765
Banana,Fresh,20.8,77.7,181.7,17.0,10.3,1.6,8.0,0.167
Banana,Moderately Fresh,19.8,57.0,361.6,87.0,41.9,5.2,37.8,0.287
Orange,Moderately Fresh,17.0,65.7,451.9,69.3,25.3,7.3,11.7,0.61
Apple,Spoiled,28.2,72.5,1558.3,732.0,275.5,98.7,153.1,0.708
Orange,Moderately Fresh,18.1,56.4,386.8,59.2,19.8,11.8,26.9,0.393
Banana,Fresh,12.1,81.1,141.6,25.2,9.5,2.1,3.3,0.015
Apple,Spoiled,31.7,65.4,1792.6,1164.0,259.2,106.9,223.0,0.936
Orange,Fresh,20.1,82.0,180.0,24.8,10.0,3.3,7.1,0.198
Banana,Moderately Fresh,27.5,80.5,432.4,85.3,54.2,8.7,40.8,0.473
Orange,Spoiled,26.3,80.5,1908.5,951.7,233.2,102.7,187.9,0.693
Apple,Moderately Fresh,21.4,86.1,574.1,80.7,16.9,12.3,19.3,0.312
Banana,Spoiled,20.4,67.0,1597.6,783.1,274.3,93.8,154.5,0.883
Apple,Spoiled,13.9,70.5,1133.5,825.5,221.2,74.3,187.1,0.947
Apple,Spoiled,13.4,59.4,994.9,619.8,241.4,79.9,83.6,0.988
Apple,Spoiled,20.2,51.8,2061.3,805.0,289.0,127.7,222.9,0.945
Apple,Moderately Fresh,15.1,62.7,352.3,92.4,19.4,13.5,14.0,0.526
Orange,Fresh,14.1,84.3,155.6,22.1,10.5,2.7,3.9,0.125
Banana,Spoiled,19.5,81.4,1335.3,938.9,222.5,74.5,209.3,0.931
Orange,Fresh,16.2,85.3,155.7,23.8,9.5,3.0,5.1,0.169
Orange,Moderately Fresh,21.6,76.4,382.0,98.9,23.4,9.8,15.6,0.359
Banana,Moderately Fresh,20.4,86.4,545.9,54.9,44.6,12.5,38.5,0.467
Orange,Spoiled,31.5,70.7,1688.3,822.6,326.3,109.6,229.7,0.833
Banana,Moderately Fresh,25.0,83.2,541.0,92.8,56.3,13.1,38.1,0.382
Banana,Fresh,18.4,65.6,200.2,11.6,8.7,3.7,5.3,0.113
Orange,Spoiled,22.0,66.1,1829.2,852.2,230.2,74.5,260.8,0.763
Banana,Moderately Fresh,13.2,58.9,495.7,70.1,48.6,10.6,35.3,0.346
Orange,Fresh,22.0,89.5,174.5,16.9,6.8,2.3,5.6,0.237
Banana,Spoiled,17.4,80.6,1360.3,943.3,213.8,71.9,181.0,0.97
Banana,Fresh,21.2,83.8,218.4,17.3,10.4,1.2,3.0,0.225
Apple,Moderately Fresh,21.1,83.4,540.1,88.5,32.6,12.5,21.2,0.334
Orange,Fresh,26.9,53.4,179.6,20.6,8.2,3.2,7.2,0.185
Banana,Moderately Fresh,18.3,82.2,366.1,87.7,31.2,14.0,32.5,0.521
Apple,Spoiled,25.6,72.9,2024.2,1193.9,308.2,65.8,190.7,0.876
Banana,Moderately Fresh,28.2,56.5,540.3,97.6,41.9,11.6,33.0,0.623
Orange,Fresh,26.8,59.6,194.5,19.9,14.1,3.5,4.0,0.128
Orange,Spoiled,12.5,86.0,1264.6,814.8,117.6,83.4,147.3,0.902
